# run_id=bbb287d10b5b4081952bb1cfbfd9d3ec
# seed=0
# label=seed0
# map_path=
# pixels=300
# size_w=1024
# size_h=512
# seed=0
time,population,avg_energy,var_energy,trait_diversity,avg_traits_per_cell,mean_info_order,global_o2,global_co2,seed,run_id
11.063697576522827,300,0.9754709601402283,0.00978104304522276,1,0.0,0.0984739363193512,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
11.663609504699707,300,0.9742192625999451,0.010856878943741322,1,0.0,0.09939674288034439,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
12.307988405227661,300,0.9728831052780151,0.012077008374035358,1,0.0,0.10046160221099854,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
12.950110912322998,300,0.9715577363967896,0.013360828161239624,1,0.0,0.10158257186412811,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
13.561678647994995,300,0.970282793045044,0.014644825831055641,1,0.0,0.10270655155181885,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
14.13481593132019,300,0.969083845615387,0.015900403261184692,1,0.0,0.10381979495286942,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
14.677732706069946,300,0.9679601788520813,0.017143376171588898,1,0.0,0.10491637885570526,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
15.214372873306274,300,0.966839611530304,0.018419574946165085,1,0.0,0.10602038353681564,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
15.749860763549805,300,0.9657264947891235,0.019735263660550117,1,0.0,0.10712616890668869,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
16.28772783279419,300,0.9646164774894714,0.021110007539391518,1,0.0,0.10825979709625244,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
16.827938318252563,300,0.963482677936554,0.022528333589434624,1,0.0,0.1093951016664505,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
17.37126660346985,300,0.9623565673828125,0.02400556020438671,1,0.0,0.11056949943304062,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
17.9071946144104,300,0.9612361788749695,0.025514351204037666,1,0.0,0.11172963678836823,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
18.52267551422119,300,0.9599573016166687,0.027301432564854622,1,0.0,0.11308290809392929,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
19.23874044418335,300,0.9584649801254272,0.02946610189974308,1,0.0,0.11468371003866196,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
19.85562562942505,300,0.957190752029419,0.03139535337686539,1,0.0,0.11609520018100739,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
20.53017020225525,300,0.9557820558547974,0.03357153758406639,1,0.0,0.11763688176870346,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
21.13581109046936,300,0.9545041918754578,0.03559356555342674,1,0.0,0.11902336031198502,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
21.71079993247986,300,0.9533040523529053,0.03756452351808548,1,0.0,0.12038116157054901,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
22.25999164581299,300,0.9521496295928955,0.039500921964645386,1,0.0,0.12169042229652405,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
22.83907651901245,300,0.9509413838386536,0.04160004481673241,1,0.0,0.12307969480752945,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
23.40319037437439,300,0.9497630000114441,0.043688591569662094,1,0.0,0.12443280220031738,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
23.962225914001465,300,0.9485964179039001,0.045817915350198746,1,0.0,0.12579765915870667,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
24.504924058914185,300,0.9474745392799377,0.04793035238981247,1,0.0,0.12714026868343353,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
25.0453941822052,300,0.9463462233543396,0.05008210241794586,1,0.0,0.1284697949886322,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
25.58477020263672,300,0.9452180862426758,0.05229007452726364,1,0.0,0.129814013838768,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
26.129957914352417,300,0.9440772533416748,0.05456213653087616,1,0.0,0.13116607069969177,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
26.687066316604614,300,0.9429161548614502,0.056943975389003754,1,0.0,0.13256962597370148,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
27.22981858253479,300,0.9417636394500732,0.05931947007775307,1,0.0,0.13392968475818634,0.02,0.0004,0,bbb287d10b5b4081952bb1cfbfd9d3ec
