# datetime=2025-12-06T20:54:09Z
# run_id=d60a12c46409455f9b1eeca90a4b5a53
# seed=0
# label=seed0
# map_path=
# pixels=300
# size_w=1024
# size_h=512
# seed=0
# sim_version=0.4.3
# biome_model=v2
# climate_model=perlin_multiscale
tick,time,year,population,avg_energy,var_energy,trait_diversity,avg_traits_per_cell,mean_info_order,global_o2,global_co2,seed,run_id
4780,325.65616163234756,28,86,1.219887137413025,1.0387988090515137,1,0.0,2.3473968505859375,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
4900,336.4149276309761,29,83,1.2720792293548584,1.0929514169692993,1,0.0,2.466677188873291,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5040,348.9661443742939,30,81,1.3138010501861572,1.1645658016204834,1,0.0,2.588136672973633,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5180,361.5170481989378,31,79,1.358163595199585,1.236399531364441,1,0.0,2.712369918823242,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5300,372.2757449450729,32,77,1.4030709266662598,1.2949923276901245,1,0.0,2.8251407146453857,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5440,384.82620888813835,33,76,1.4329477548599243,1.3757880926132202,1,0.0,2.9364280700683594,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5580,397.3773102106338,34,74,1.4834620952606201,1.4482414722442627,1,0.0,3.068373441696167,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5700,408.1352362021664,35,73,1.5140498876571655,1.5162959098815918,1,0.0,3.1655964851379395,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5840,420.6918148839087,36,70,1.5912443399429321,1.572836995124817,1,0.0,3.3225479125976562,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
5980,433.2374914277542,37,68,1.6512953042984009,1.6357802152633667,1,0.0,3.4663937091827393,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6120,445.7890493037247,38,66,1.7145864963531494,1.6952977180480957,1,0.0,3.614046335220337,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6240,456.546915019939,39,64,1.7801991701126099,1.7326464653015137,1,0.0,3.7372124195098877,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6380,469.09956554636096,40,64,1.7940502166748047,1.824386477470398,1,0.0,3.8318514823913574,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6520,481.6509554209123,41,64,1.8071616888046265,1.9179625511169434,1,0.0,3.925861358642578,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6640,492.4166877073958,42,64,1.8172917366027832,1.9985426664352417,1,0.0,4.005475044250488,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6780,504.9589016265711,43,62,1.8880478143692017,2.048218250274658,1,0.0,4.150338649749756,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
6920,517.5090180247159,44,62,1.8995155096054077,2.1421730518341064,1,0.0,4.242708206176758,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7040,528.2668888707445,45,61,1.9399861097335815,2.201038360595703,1,0.0,4.354897499084473,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7180,540.8189635755084,46,60,1.9829429388046265,2.272125720977783,1,0.0,4.478609561920166,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7320,553.3699558894494,47,60,1.9929909706115723,2.370185613632202,1,0.0,4.56996488571167,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7440,564.12861159707,48,60,2.0008699893951416,2.455585479736328,1,0.0,4.6476263999938965,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7580,576.6793563974697,49,58,2.0787084102630615,2.496882915496826,1,0.0,4.789916515350342,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7720,589.2297549354025,50,57,2.1242005825042725,2.560804843902588,1,0.0,4.918959617614746,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7860,601.7778091481882,51,57,2.1328041553497314,2.657707691192627,1,0.0,5.008641719818115,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
7980,612.5396799669377,52,57,2.1393375396728516,2.7421486377716064,1,0.0,5.084787368774414,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8120,625.0905491653349,53,56,2.1846420764923096,2.8070149421691895,1,0.0,5.214473247528076,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8260,637.6424109828042,54,56,2.1913163661956787,2.9054408073425293,1,0.0,5.3026251792907715,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8380,648.4003959672016,55,56,2.1966757774353027,2.990633726119995,1,0.0,5.37789249420166,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8520,660.9432434184462,56,56,2.2019832134246826,3.090991497039795,1,0.0,5.464794158935547,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8660,673.5114103507514,57,56,2.206620931625366,3.1927006244659424,1,0.0,5.5512824058532715,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8780,684.3498962289164,58,55,2.2510337829589844,3.2494313716888428,1,0.0,5.670048713684082,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
8920,696.9027750320759,59,55,2.255537509918213,3.3529133796691895,1,0.0,5.756594657897949,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9060,709.4530953403402,60,55,2.2594852447509766,3.4582369327545166,1,0.0,5.842658519744873,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9180,720.2208000404321,61,54,2.304685354232788,3.517946243286133,1,0.0,5.962554931640625,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9320,732.7619572178562,62,54,2.3087944984436035,3.6260390281677246,1,0.0,6.049023628234863,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9460,745.3215176041756,63,54,2.312716245651245,3.7350001335144043,1,0.0,6.135518550872803,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9580,756.0717924776407,64,52,2.4057695865631104,3.75846266746521,1,0.0,6.294504642486572,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9720,768.6220627702153,65,52,2.410917043685913,3.86676025390625,1,0.0,6.382186412811279,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
9860,781.1730358473526,66,51,2.464097738265991,3.9366371631622314,1,0.0,6.500309467315674,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10000,793.7259633837482,67,51,2.4702773094177246,4.046750068664551,1,0.0,6.588682651519775,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10120,804.4823965993119,68,51,2.4759275913238525,4.1417317390441895,1,0.0,6.664830684661865,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10260,817.0424148215599,69,50,2.5324995517730713,4.212942123413086,1,0.0,6.803174018859863,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10400,829.5864677791711,70,49,2.592607259750366,4.279636383056641,1,0.0,6.951147079467773,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10520,840.3517524893547,71,49,2.6000378131866455,4.379166126251221,1,0.0,7.029461860656738,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10660,852.8960414184249,72,49,2.609102964401245,4.4975175857543945,1,0.0,7.121207237243652,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10800,865.4455845598188,73,48,2.673438310623169,4.567239284515381,1,0.0,7.2745819091796875,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
10920,876.2028821490965,74,47,2.7400007247924805,4.614906311035156,1,0.0,7.417841911315918,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
11060,888.7649497321678,75,47,2.751795768737793,4.739068984985352,1,0.0,7.513017177581787,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
11200,901.3052925515676,76,46,2.8246476650238037,4.801060199737549,1,0.0,7.6764750480651855,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
11320,912.0633198569332,77,46,2.8369126319885254,4.911819934844971,1,0.0,7.760456085205078,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
11460,924.6254964485589,78,46,2.852008581161499,5.043978691101074,1,0.0,7.859390735626221,0.02,0.0004,0,d60a12c46409455f9b1eeca90a4b5a53
